yyyymm;Index;D12;E12;b/m;tbl;AAA;BAA;lty;ntis;Rfree;infl;ltr;corpr;svar;csp;CRSP_SPvw;CRSP_SPvwx
198202;113,11;6,6900;14,9933;1,1262873155;0,1348;0,1527;0,1718;0,1402;0,0106346517;0,0111707080;0,0031808000;0,0182;0,0312;0,0019182314;-0,0020617645;-0,0504;-0,0596
198203;111,96;6,7200;14,8100;1,1857505743;0,1268;0,1458;0,1682;0,1387;0,0056059177;0,0105112296;-0,0010591000;0,0231;0,0306;0,0017952261;-0,0018891454;-0,0068;-0,0105
198204;116,44;6,7500;14,5967;1,1499834976;0,1270;0,1446;0,1678;0,1348;0,0029499758;0,0105277219;0,0042298000;0,0373;0,0338;0,0012468206;-0,0019337418;0,0416;0,0401
198205;111,88;6,7800;14,3833;1,1904238963;0,1209;0,1426;0,1664;0,1358;-0,0008981391;0,0100245855;0,0098006000;0,0034;0,0245;0,0008548156;-0,0021173595;-0,0295;-0,0398
198206;109,61;6,8100;14,1700;1,2015814171;0,1247;0,1481;0,1692;0,1412;0,0012642472;0,0103380445;0,0121172000;-0,0223;-0,0468;0,0014902927;-0,0021779315;-0,0158;-0,0189
198207;107,09;6,8233;13,9667;1,2065298046;0,1135;0,1461;0,1680;0,1352;-0,0114383464;0,0094138834;0,0054907000;0,0501;0,0540;0,0009585829;-0,0020625268;-0,0202;-0,0221
198208;119,51;6,8367;13,7633;1,0824244710;0,0868;0,1371;0,1632;0,1254;-0,0027669252;0,0072072982;0,0020513000;0,0781;0,0837;0,0064159331;-0,0022225570;0,1274;0,1166
198209;120,42;6,8500;13,5600;1,0885355649;0,0792;0,1294;0,1563;0,1183;0,0006764326;0,0065783154;0,0017062000;0,0618;0,0623;0,0021312944;-0,0018631355;0,0105;0,0077
198210;133,71;6,8567;13,2533;0,9837454120;0,0771;0,1212;0,1473;0,1112;0,0066055859;0,0064044477;0,0027239000;0,0634;0,0759;0,0061259073;-0,0018347028;0,1139;0,1112
198211;138,54;6,8633;12,9467;0,9387268109;0,0807;0,1168;0,1430;0,1125;0,0009704014;0,0067024881;-0,0017015000;-0,0002;0,0201;0,0054916497;-0,0018583802;0,0458;0,0376
198212;140,64;6,8700;12,6400;0,9322147266;0,0794;0,1183;0,1414;0,1095;0,0030100517;0,0065948726;-0,0040956000;0,0312;0,0108;0,0024902384;-0,0013463488;0,0168;0,0147
198301;145,30;6,8833;12,5667;0,9069443153;0,0786;0,1179;0,1394;0,1113;0,0021893736;0,0065286420;0,0023911000;-0,0309;-0,0094;0,0032808574;-0,0013635098;0,0353;0,0333
198302;148,06;6,8967;12,4933;0,8768492387;0,0811;0,1201;0,1395;0,1060;0,0003722111;0,0067355982;0,0003411000;0,0492;0,0428;0,0019116416;-0,0013809871;0,0257;0,0185
198303;152,96;6,9100;12,4200;0,7800677858;0,0835;0,1173;0,1361;0,1083;0,0060700061;0,0069342359;0,0006819000;-0,0094;0,0072;0,0015718213;-0,0012148534;0,0355;0,0325
198304;164,42;6,9200;12,4767;0,7188876203;0,0821;0,1151;0,1329;0,1051;0,0066451369;0,0068183687;0,0071320000;0,0350;0,0548;0,0014237505;-0,0008706069;0,0757;0,0747
198305;162,39;6,9300;12,5333;0,7345955766;0,0819;0,1146;0,1309;0,1112;0,0104007782;0,0068018151;0,0053999000;-0,0386;-0,0324;0,0010846137;-0,0006398717;-0,0057;-0,0121
198306;168,11;6,9400;12,5900;0,7213820420;0,0879;0,1174;0,1337;0,1119;0,0158515384;0,0072983025;0,0033602000;0,0039;-0,0046;0,0013991488;-0,0008278121;0,0370;0,0337
198307;162,56;6,9600;12,8267;0,7350611231;0,0908;0,1215;0,1339;0,1198;0,0253931166;0,0075381830;0,0040174000;-0,0486;-0,0455;0,0022928247;-0,0012450162;-0,0312;-0,0323
198308;164,40;6,9800;13,0633;0,7248223918;0,0934;0,1251;0,1364;0,1210;0,0195014744;0,0077531995;0,0033356000;0,0020;0,0051;0,0013690454;-0,0013006754;0,0159;0,0095
198309;166,07;7,0000;13,3000;0,7148475830;0,0900;0,1237;0,1355;0,1157;0,0230982880;0,0074720148;0,0049826000;0,0505;0,0392;0,0010572930;-0,0018284324;0,0142;0,0109
198310;163,55;7,0300;13,5433;0,7194743715;0,0864;0,1225;0,1346;0,1188;0,0246479789;0,0071742037;0,0026473000;-0,0132;-0,0025;0,0011153556;-0,0017022483;-0,0131;-0,0147
198311;166,40;7,0600;13,7867;0,6908198931;0,0876;0,1241;0,1361;0,1176;0,0265661998;0,0072734840;0,0016510000;0,0183;0,0142;0,0008363029;-0,0015962358;0,0238;0,0174
198312;164,93;7,0900;14,0300;0,7003591178;0,0900;0,1257;0,1375;0,1197;0,0269866108;0,0074720148;0,0013188000;-0,0059;-0,0033;0,0005281144;-0,0016937271;-0,0057;-0,0087
198401;163,41;7,1200;14,4400;0,7221976437;0,0890;0,1220;0,1365;0,1180;0,0306720247;0,0073892984;0,0055857000;0,0244;0,0270;0,0007946063;-0,0020953326;-0,0039;-0,0057
198402;157,06;7,1500;14,8500;0,7634480310;0,0909;0,1208;0,1359;0,1217;0,0265827729;0,0075464538;0,0045767000;-0,0178;-0,0172;0,0020194767;-0,0019284684;-0,0340;-0,0395
198403;159,18;7,1800;15,2600;0,7624754269;0,0952;0,1257;0,1399;0,1253;0,0239632881;0,0079020299;0,0022805000;-0,0156;-0,0235;0,0013545872;-0,0020079516;0,0173;0,0137
198404;160,05;7,2233;15,5733;0,7586589793;0,0969;0,1281;0,1431;0,1284;0,0226224029;0,0080425716;0,0048693000;-0,0105;-0,0073;0,0010355282;-0,0019147215;0,0068;0,0052
198405;150,55;7,2667;15,8867;0,8039100330;0,0983;0,1328;0,1474;0,1381;0,0214771620;0,0081582971;0,0029103000;-0,0516;-0,0483;0,0009330502;-0,0017415154;-0,0531;-0,0595
198406;153,18;7,3100;16,2000;0,7843518191;0,0987;0,1355;0,1505;0,1374;0,0012347683;0,0081913590;0,0032237000;0,0150;0,0199;0,0016757625;-0,0018792426;0,0229;0,0187
198407;150,66;7,3333;16,3200;0,7963919375;0,1012;0,1344;0,1515;0,1293;-0,0019553107;0,0083979715;0,0032134000;0,0693;0,0586;0,0008656578;-0,0013404002;-0,0138;-0,0156
198408;166,68;7,3567;16,4400;0,7254283801;0,1047;0,1287;0,1463;0,1270;-0,0031445224;0,0086871571;0,0041620000;0,0266;0,0307;0,0031268330;-0,0014445113;0,1124;0,1058
198409;166,10;7,3800;16,5600;0,7360509153;0,1037;0,1266;0,1435;0,1235;-0,0094339536;0,0086045412;0,0047809000;0,0342;0,0314;0,0009432266;-0,0014075399;-0,0001;-0,0033
198410;166,09;7,4300;16,5867;0,7356424655;0,0974;0,1263;0,1394;0,1173;-0,0134017760;0,0080839037;0,0025405000;0,0561;0,0572;0,0012918481;-0,0018743573;0,0033;0,0002
198411;163,58;7,4800;16,6133;0,7470519959;0,0861;0,1229;0,1348;0,1169;-0,0218143454;0,0071493822;0,0000000000;0,0118;0,0212;0,0010202896;-0,0016267860;-0,0098;-0,0149
198412;167,24;7,5300;16,6400;0,7330983765;0,0806;0,1213;0,1340;0,1170;-0,0271530397;0,0066942104;0,0006341000;0,0091;0,0128;0,0011901055;-0,0011276635;0,0256;0,0218
198501;179,63;7,5733;16,5567;0,6902554458;0,0776;0,1208;0,1326;0,1127;-0,0298666570;0,0064458475;0,0018999000;0,0364;0,0325;0,0016358206;-0,0015489468;0,0769;0,0747
198502;181,19;7,6167;16,4733;0,6917391609;0,0827;0,1213;0,1323;0,1209;-0,0244962698;0,0068680277;0,0041042000;-0,0493;-0,0373;0,0007452963;-0,0015429552;0,0142;0,0089
198503;180,66;7,6600;16,3900;0,7236457791;0,0852;0,1256;0,1369;0,1181;-0,0247762436;0,0070749137;0,0044011000;0,0307;0,0179;0,0008022857;-0,0018750597;-0,0006;-0,0040
198504;179,83;7,6867;16,1300;0,7286615901;0,0795;0,1223;0,1351;0,1162;-0,0224399568;0,0066031511;0,0040695000;0,0242;0,0296;0,0004598802;-0,0020781902;-0,0037;-0,0054
198505;189,55;7,7133;15,8700;0,6968929839;0,0748;0,1172;0,1315;0,1062;-0,0254935866;0,0062139865;0,0037418000;0,0896;0,0820;0,0008338605;-0,0021886417;0,0627;0,0568
198506;191,85;7,7400;15,6100;0,6864301439;0,0695;0,1094;0,1240;0,1055;-0,0265893625;0,0057749594;0,0031075000;0,0142;0,0083;0,0007415202;-0,0021959653;0,0161;0,0129
198507;190,92;7,7733;15,4833;0,6803220899;0,0708;0,1097;0,1243;0,1091;-0,0245750914;0,0058826632;0,0015501000;-0,0180;-0,0121;0,0007186300;-0,0021281896;-0,0033;-0,0052
198508;188,63;7,8067;15,3567;0,6871762580;0,0714;0,1105;0,1250;0,1068;-0,0242350961;0,0059323687;0,0021662000;0,0259;0,0260;0,0006296952;-0,0022594762;-0,0065;-0,0119
198509;182,08;7,8400;15,2300;0,6899588298;0,0710;0,1107;0,1248;0,1082;-0,0313067522;0,0058992319;0,0030864000;-0,0021;0,0071;0,0008658431;-0,0021212744;-0,0332;-0,0362
198510;189,82;7,8600;15,0233;0,6670256347;0,0716;0,1102;0,1236;0,1051;-0,0271351734;0,0059489366;0,0030769000;0,0338;0,0329;0,0009117641;-0,0019171880;0,0451;0,0427
198511;202,17;7,8800;14,8167;0,6227031580;0,0724;0,1055;0,1199;0,1011;-0,0277618190;0,0060152057;0,0033737000;0,0401;0,0370;0,0009430683;-0,0018144765;0,0719;0,0666
198512;211,28;7,9000;14,6100;0,5926926882;0,0710;0,1016;0,1158;0,0956;-0,0195025300;0,0058992319;0,0024465000;0,0541;0,0469;0,0012300758;-0,0017213560;0,0482;0,0452
198601;211,78;7,9400;14,5800;0,5835173999;0,0707;0,1005;0,1144;0,0958;-0,0191492567;0,0058743787;0,0030497000;-0,0025;0,0045;0,0019201588;-0,0018472645;0,0047;0,0030
198602;226,92;7,9800;14,5500;0,5363767217;0,0706;0,0967;0,1111;0,0841;-0,0179157080;0,0058660941;-0,0027443000;0,1145;0,0752;0,0010892900;-0,0019917179;0,0765;0,0716
198603;238,90;8,0200;14,5200;0,5196276277;0,0656;0,0900;0,1050;0,0766;-0,0164143838;0,0054517787;-0,0045907000;0,0770;0,0256;0,0013737344;-0,0019183155;0,0558;0,0533
198604;235,52;8,0467;14,5833;0,5297144587;0,0606;0,0879;0,1019;0,0782;-0,0245317186;0,0050372915;-0,0021495000;-0,0080;0,0016;0,0024589461;-0,0022293278;-0,0133;-0,0151
198605;247,35;8,0733;14,6467;0,5035407708;0,0615;0,0909;0,1029;0,0848;-0,0218472009;0,0051119119;0,0030694000;-0,0505;-0,0164;0,0013699312;-0,0022166983;0,0553;0,0508
198606;250,84;8,1000;14,7100;0,4992814574;0,0621;0,0913;0,1034;0,0790;-0,0121655082;0,0051616557;0,0048915000;0,0613;0,0218;0,0015965187;-0,0025621870;0,0157;0,0133
198607;236,12;8,1433;14,7567;0,5323014009;0,0583;0,0888;0,1016;0,0809;-0,0111650521;0,0048465697;0,0003049000;-0,0108;0,0031;0,0024158244;-0,0023567229;-0,0575;-0,0594
198608;252,93;8,1867;14,8033;0,4978033440;0,0553;0,0872;0,1018;0,0763;-0,0094819505;0,0045977475;0,0018276000;0,0499;0,0275;0,0012605843;-0,0026330017;0,0744;0,0701
198609;231,32;8,2300;14,8500;0,5346292671;0,0521;0,0889;0,1020;0,0827;-0,0049242326;0,0043322688;0,0048573000;-0,0500;-0,0114;0,0042073834;-0,0023794300;-0,0832;-0,0857
198610;243,98;8,2467;14,7267;0,5032458023;0,0518;0,0886;0,1024;0,0803;-0,0080461691;0,0043073766;0,0009081278;0,0289;0,0189;0,0009905938;-0,0022567755;0,0565;0,0538
198611;249,22;8,2633;14,6033;0,4936710845;0,0535;0,0868;0,1007;0,0779;-0,0021515825;0,0044484244;0,0009073039;0,0267;0,0233;0,0017308563;-0,0024090172;0,0249;0,0197
198612;242,17;8,2800;14,4800;0,4984308658;0,0553;0,0849;0,0997;0,0789;-0,0114373941;0,0045977475;0,0009064814;-0,0018;0,0117;0,0012623421;-0,0022403247;-0,0275;-0,0302
198701;274,08;8,3000;14,6867;0,4378973513;0,0543;0,0836;0,0972;0,0778;-0,0058960086;0,0045147930;0,0063148609;0,0161;0,0216;0,0024782275;-0,0020474996;0,1352;0,1337
198702;284,20;8,3200;14,8933;0,4249119825;0,0559;0,0838;0,0965;0,0763;-0,0045542618;0,0046475169;0,0035906681;0,0202;0,0058;0,0014122467;-0,0020419471;0,0418;0,0378
198703;291,70;8,3400;15,1000;0,4280402137;0,0559;0,0836;0,0961;0,0795;-0,0022834681;0,0046475169;0,0044702801;-0,0223;-0,0087;0,0019710956;-0,0020372883;0,0263;0,0238
198704;288,36;8,4000;14,8733;0,4314718592;0,0564;0,0885;0,1004;0,0859;0,0043590469;0,0046889895;0,0053380910;-0,0473;-0,0502;0,0041939065;-0,0017254676;-0,0090;-0,0111
198705;290,10;8,4600;14,6467;0,4304908862;0,0566;0,0933;0,1051;0,0880;0,0067667137;0,0047055780;0,0035429621;-0,0105;-0,0052;0,0024892342;-0,0016698040;0,0091;0,0052
198706;304,00;8,5200;14,4200;0,4078923974;0,0567;0,0932;0,1052;0,0877;0,0051298009;0,0047138722;0,0035304538;0,0098;0,0155;0,0010704212;-0,0017502493;0,0501;0,0477
198707;318,66;8,5667;14,9000;0,3835432162;0,0569;0,0942;0,1061;0,0907;0,0017833971;0,0047304604;0,0026396848;-0,0178;-0,0119;0,0008181600;-0,0016543335;0,0498;0,0479
198708;329,80;8,6133;15,3800;0,3704538200;0,0604;0,0967;0,1080;0,0936;0,0018425168;0,0050207085;0,0052585573;-0,0165;-0,0075;0,0017761284;-0,0016393770;0,0391;0,0354
198709;321,83;8,6600;15,8600;0,3799667216;0,0640;0,1018;0,1131;0,0992;0,0061874447;0,0053191615;0,0052310494;-0,0369;-0,0422;0,0025348305;-0,0028272050;-0,0219;-0,0241
198710;251,79;8,7100;16,4067;0,4948508425;0,0613;0,1052;0,1162;0,0926;0,0104546659;0,0050953301;0,0026052989;0,0623;0,0507;0,0709451208;-0,0029006428;-0,2158;-0,2179
198711;230,30;8,7600;16,9533;0,5380273240;0,0569;0,1001;0,1123;0,0931;0,0099230374;0,0047304604;0,0008669268;0,0037;0,0125;0,0067854550;-0,0027874932;-0,0819;-0,0865
198712;247,08;8,8100;17,5000;0,5088120155;0,0577;0,1011;0,1129;0,0920;0,0133418785;0,0047968102;0,0000000000;0,0165;0,0212;0,0068521882;-0,0027006902;0,0739;0,0710
198801;257,07;8,8567;17,8633;0,5037738354;0,0581;0,0988;0,1107;0,0852;0,0084567230;0,0048299835;0,0025962801;0,0666;0,0517;0,0091575075;-0,0024314059;0,0427;0,0411
198802;267,82;8,9033;18,2267;0,4761973721;0,0566;0,0940;0,1062;0,0854;0,0088817038;0,0047055780;0,0025895569;0,0052;0,0138;0,0019673464;-0,0024640666;0,0474;0,0406
198803;258,89;8,9500;18,5900;0,5075299538;0,0570;0,0939;0,1057;0,0901;0,0061311066;0,0047387543;0,0043010819;-0,0307;-0,0188;0,0016591989;-0,0025722006;-0,0308;-0,0334
198804;261,33;9,0433;19,6167;0,4964744899;0,0591;0,0967;0,1090;0,0929;0,0051722928;0,0049129119;0,0051369976;-0,0160;-0,0149;0,0034595612;-0,0028162559;0,0105;0,0088
198805;262,16;9,1367;20,6433;0,4967702548;0,0626;0,0990;0,1104;0,0952;0,0014774651;0,0052031070;0,0034100630;-0,0102;-0,0057;0,0025557733;-0,0026966180;0,0080;0,0029
198806;273,50;9,2300;21,6700;0,4711188723;0,0646;0,0986;0,1100;0,0917;-0,0055259033;0,0053688950;0,0042462909;0,0368;0,0379;0,0023613077;-0,0026466970;0,0477;0,0451
198807;272,02;9,3067;22,0233;0,4739915349;0,0673;0,0996;0,1111;0,0947;-0,0029268653;0,0055926652;0,0042283361;-0,0170;-0,0111;0,0019106186;-0,0028339008;-0,0045;-0,0074
198808;261,52;9,3833;22,3767;0,4966406615;0,0706;0,1011;0,1121;0,0950;-0,0063533185;0,0058660941;0,0042105325;0,0058;0,0054;0,0013903194;-0,0028375883;-0,0325;-0,0373
198809;271,91;9,4600;22,7300;0,4775404537;0,0724;0,0982;0,1090;0,0917;-0,0047615952;0,0060152057;0,0067001926;0,0345;0,0326;0,0011927399;-0,0026083753;0,0427;0,0401
198810;278,97;9,5500;23,0700;0,4695971889;0,0735;0,0951;0,1041;0,0889;-0,0106496913;0,0061063184;0,0033333364;0,0308;0,0273;0,0016315427;-0,0023128648;0,0269;0,0233
198811;273,70;9,6400;23,4100;0,4771791101;0,0776;0,0945;0,1048;0,0923;-0,0080082200;0,0064458475;0,0008316009;-0,0196;-0,0169;0,0013479967;-0,0024350420;-0,0144;-0,0198
198812;277,72;9,7300;23,7500;0,4652835740;0,0807;0,0957;0,1065;0,0918;-0,0216391556;0,0067024881;0,0016611300;0,0110;0,0039;0,0006281108;-0,0022913172;0,0186;0,0152
198901;297,47;9,8133;24,1533;0,4307694935;0,0827;0,0962;0,1065;0,0903;-0,0225530193;0,0068680277;0,0049668976;0,0203;0,0202;0,0009645730;-0,0025423857;0,0723;0,0696
198902;288,86;9,8967;24,5567;0,4467784572;0,0853;0,0964;0,1061;0,0935;-0,0250371322;0,0070831882;0,0041203190;-0,0179;-0,0129;0,0011760793;-0,0022795386;-0,0250;-0,0292
198903;294,87;9,9800;24,9600;0,4686914136;0,0882;0,0980;0,1067;0,0929;-0,0232586906;0,0073231204;0,0057400732;0,0122;0,0064;0,0012864517;-0,0023804474;0,0230;0,0204
198904;309,64;10,0867;25,0467;0,4444352572;0,0865;0,0979;0,1061;0,0918;-0,0229837690;0,0071824775;0,0065199905;0,0159;0,0213;0,0009555838;-0,0026446865;0,0517;0,0499
198905;320,52;10,1933;25,1333;0,4334415257;0,0843;0,0957;0,1046;0,0878;-0,0281823114;0,0070004396;0,0056703271;0,0401;0,0379;0,0010730556;-0,0027039558;0,0410;0,0355
198906;317,98;10,3000;25,2200;0,4405629370;0,0815;0,0910;0,1003;0,0821;-0,0240481981;0,0067687072;0,0024203320;0,0550;0,0395;0,0014295301;-0,0026943259;-0,0056;-0,0079
198907;346,08;10,4233;24,7100;0,4040350890;0,0788;0,0893;0,0987;0,0801;-0,0286203188;0,0065452000;0,0024144881;0,0238;0,0178;0,0010188256;-0,0025756293;0,0901;0,0882
198908;351,45;10,5467;24,2000;0,3927270602;0,0790;0,0896;0,0988;0,0841;-0,0248664528;0,0065617578;0,0016064260;-0,0259;-0,0163;0,0013804508;-0,0026672979;0,0199;0,0155
198909;349,15;10,6700;23,6900;0,3992097504;0,0775;0,0901;0,0991;0,0847;-0,0301196286;0,0064375677;0,0032051309;0,0019;0,0040;0,0005501917;-0,0027566186;-0,0040;-0,0066
198910;340,36;10,7967;23,4167;0,4064149288;0,0764;0,0892;0,0981;0,0810;-0,0243026505;0,0063464851;0,0047885167;0,0379;0,0276;0,0056359102;-0,0025489149;-0,0236;-0,0257
198911;345,99;10,9233;23,1433;0,3972257018;0,0769;0,0889;0,0981;0,0808;-0,0270090205;0,0063878873;0,0023856870;0,0078;0,0070;0,0008448087;-0,0026664039;0,0205;0,0166
198912;353,40;11,0500;22,8700;0,3904547436;0,0763;0,0886;0,0982;0,0816;-0,0123201636;0,0063382044;0,0015873019;-0,0006;0,0006;0,0009234229;-0,0029288342;0,0227;0,0200
199001;329,08;11,1400;22,4700;0,4149713959;0,0764;0,0899;0,0994;0,0865;-0,0137762079;0,0063464851;0,0102565002;-0,0343;-0,0191;0,0028920476;-0,0028601947;-0,0677;-0,0694
199002;331,89;11,2300;22,0700;0,4091730897;0,0774;0,0922;0,1014;0,0876;-0,0116412596;0,0064292878;0,0046985208;-0,0025;-0,0012;0,0010085784;-0,0026738677;0,0134;0,0090
199003;339,94;11,3200;21,6700;0,4713339564;0,0790;0,0937;0,1021;0,0889;-0,0102703966;0,0065617578;0,0054538507;-0,0044;-0,0011;0,0010322449;-0,0023641623;0,0266;0,0244
199004;330,80;11,4333;21,5333;0,4802842560;0,0777;0,0946;0,1030;0,0924;-0,0101213618;0,0064541272;0,0015527953;-0,0202;-0,0191;0,0009667774;-0,0023237108;-0,0245;-0,0265
199005;361,23;11,5467;21,3967;0,4435699735;0,0774;0,0947;0,1041;0,0883;-0,0019772264;0,0064292878;0,0023246814;0,0415;0,0385;0,0013614464;-0,0024314050;0,0974;0,0924
199006;358,02;11,6600;21,2600;0,4429494323;0,0773;0,0926;0,1022;0,0864;-0,0004704629;0,0064210078;0,0054033323;0,0230;0,0216;0,0013508255;-0,0025342714;-0,0068;-0,0089
199007;356,15;11,7167;21,4200;0,4392124466;0,0762;0,0924;0,1020;0,0860;0,0049350037;0,0063299237;0,0038417258;0,0107;0,0102;0,0012984369;-0,0034740157;-0,0045;-0,0065
199008;322,56;11,7733;21,5800;0,4880735629;0,0745;0,0941;0,1041;0,0920;0,0014980465;0,0061891410;0,0091603694;-0,0419;-0,0292;0,0058277894;-0,0038832506;-0,0908;-0,0949
199009;306,05;11,8300;21,7400;0,5202896660;0,0736;0,0956;0,1064;0,0914;0,0014226454;0,0061146010;0,0083239224;0,0117;0,0091;0,0019847911;-0,0032591891;-0,0490;-0,0512
199010;304,00;11,9167;21,6067;0,5224519209;0,0717;0,0953;0,1074;0,0898;-0,0004162771;0,0059572205;0,0060105365;0,0215;0,0132;0,0044927643;-0,0026211334;-0,0036;-0,0061
199011;322,22;12,0033;21,4733;0,4985056551;0,0706;0,0930;0,1062;0,0858;0,0009740746;0,0058660941;0,0022446699;0,0402;0,0285;0,0024398922;-0,0026320853;0,0646;0,0599
199012;330,22;12,0900;21,3400;0,4844968599;0,0674;0,0905;0,1043;0,0844;-0,0017369336;0,0056009520;0,0000000000;0,0187;0,0167;0,0007945957;-0,0023382328;0,0280;0,0250
199101;343,93;12,0967;21,2067;0,4663077997;0,0622;0,0904;0,1045;0,0837;0,0007261351;0,0051699461;0,0059612695;0,0130;0,0150;0,0031935494;-0,0022499869;0,0450;0,0431
199102;367,07;12,1033;21,0733;0,4427204408;0,0594;0,0883;0,1007;0,0841;0,0012777199;0,0049377890;0,0014847813;0,0030;0,0121;0,0024313467;-0,0022466856;0,0716;0,0674
199103;375,22;12,1100;20,9400;0,4571255997;0,0591;0,0893;0,1009;0,0844;0,0033749294;0,0049129119;0,0014825800;0,0038;0,0108;0,0013750554;-0,0024701057;0,0244;0,0223
199104;375,35;12,1233;20,4300;0,4612395987;0,0565;0,0886;0,0994;0,0837;0,0058994871;0,0046972838;0,0014803852;0,0140;0,0138;0,0020727744;-0,0023251798;0,0023;0,0002
199105;389,83;12,1367;19,9200;0,4399669694;0,0546;0,0886;0,0986;0,0845;0,0069814826;0,0045396800;0,0029542119;0,0000;0,0039;0,0015851691;-0,0026470033;0,0429;0,0388
199106;371,16;12,1500;19,4100;0,4582437430;0,0557;0,0901;0,0996;0,0860;0,0142929905;0,0046309274;0,0029455102;-0,0063;-0,0018;0,0011798903;-0,0023828567;-0,0454;-0,0475
199107;387,81;12,1933;18,8800;0,4403567816;0,0558;0,0900;0,0989;0,0850;0,0148595607;0,0046392221;0,0014695080;0,0157;0,0167;0,0011053299;-0,0021621899;0,0465;0,0448
199108;395,43;12,2367;18,3500;0,4376396373;0,0533;0,0875;0,0965;0,0818;0,0173327709;0,0044318316;0,0029325534;0,0340;0,0275;0,0020376371;-0,0020694528;0,0239;0,0199
199109;387,86;12,2800;17,8200;0,4415318370;0,0522;0,0861;0,0951;0,0790;0,0231106614;0,0043405661;0,0043827682;0,0303;0,0271;0,0004746966;-0,0017709068;-0,0169;-0,0191
199110;392,46;12,2533;17,2033;0,4340034538;0,0499;0,0855;0,0949;0,0791;0,0254045271;0,0041497114;0,0014566645;0,0054;0,0043;0,0011256626;-0,0021871421;0,0135;0,0119
199111;375,22;12,2267;16,5867;0,4601544903;0,0456;0,0848;0,0945;0,0789;0,0305821060;0,0037927982;0,0029069788;0,0082;0,0106;0,0020490198;-0,0014274750;-0,0402;-0,0440
199112;417,09;12,2000;15,9700;0,4203444173;0,0407;0,0831;0,0926;0,0730;0,0316383708;0,0033859279;0,0007254262;0,0581;0,0436;0,0020495493;-0,0012532164;0,1141;0,1115
199201;408,79;12,2400;16,0433;0,4132296785;0,0380;0,0820;0,0913;0,0776;0,0318588229;0,0031616633;0,0014492756;-0,0324;-0,0173;0,0008724426;-0,0012723765;-0,0183;-0,0197
199202;412,70;12,2800;16,1167;0,4076305252;0,0384;0,0829;0,0923;0,0777;0,0334367133;0,0031948909;0,0036140263;0,0051;0,0096;0,0009132279;-0,0013307521;0,0129;0,0094
199203;403,69;12,3200;16,1900;0,4021060342;0,0404;0,0835;0,0925;0,0797;0,0417099956;0,0033610121;0,0050377940;-0,0094;-0,0073;0,0004697573;-0,0012508721;-0,0195;-0,0219
199204;414,95;12,3200;16,4767;0,3873034718;0,0375;0,0833;0,0921;0,0803;0,0384810660;0,0031201273;0,0014347205;0,0016;0,0016;0,0016610438;-0,0015031952;0,0286;0,0272
199205;415,35;12,3200;16,7633;0,3829985163;0,0363;0,0828;0,0913;0,0781;0,0371569491;0,0030204339;0,0014326650;0,0243;0,0254;0,0006900287;-0,0015877929;0,0049;0,0011
199206;408,14;12,3200;17,0500;0,3920423538;0,0366;0,0822;0,0905;0,0765;0,0430407298;0,0030453582;0,0035727083;0,0200;0,0156;0,0007529194;-0,0012735065;-0,0150;-0,0175
199207;424,21;12,3433;17,3800;0,3833486997;0,0321;0,0807;0,0884;0,0726;0,0414385206;0,0026714286;0,0021375142;0,0398;0,0308;0,0008974628;-0,0013636615;0,0409;0,0395
199208;414,03;12,3667;17,7100;0,3994050369;0,0313;0,0795;0,0865;0,0725;0,0428841787;0,0026049375;0,0028429301;0,0067;0,0090;0,0003695474;-0,0014314693;-0,0206;-0,0242
199209;417,80;12,3900;18,0400;0,3976569721;0,0291;0,0792;0,0862;0,0710;0,0411823039;0,0024220644;0,0028348708;0,0185;0,0099;0,0008722413;-0,0010761546;0,0113;0,0089
199210;418,68;12,3867;18,3900;0,4032511778;0,0286;0,0799;0,0884;0,0741;0,0410220086;0,0023804977;0,0035323244;-0,0198;-0,0156;0,0009441447;-0,0009021119;0,0048;0,0035
199211;431,35;12,3833;18,7400;0,3936264585;0,0313;0,0810;0,0896;0,0748;0,0379006521;0,0026049375;0,0014094435;0,0010;0,0069;0,0005080947;-0,0008360582;0,0338;0,0301
199212;435,71;12,3800;19,0900;0,3941096142;0,0322;0,0798;0,0881;0,0726;0,0388164548;0,0026797396;-0,0007044734;0,0246;0,0228;0,0004715524;-0,0011115236;0,0134;0,0112
199301;438,78;12,4133;19,3400;0,3930481045;0,0300;0,0791;0,0867;0,0725;0,0416385958;0,0024968802;0,0049209238;0,0280;0,0250;0,0003488507;-0,0015522385;0,0073;0,0060
199302;443,38;12,4467;19,5900;0,3859601969;0,0293;0,0771;0,0839;0,0698;0,0406188050;0,0024386906;0,0035001786;0,0354;0,0256;0,0011468966;-0,0014793405;0,0135;0,0104
199303;451,67;12,4800;19,8400;0,3336135264;0,0295;0,0758;0,0815;0,0702;0,0371049432;0,0024553166;0,0034879701;0,0021;0,0025;0,0010047249;-0,0016690258;0,0212;0,0186
199304;440,19;12,4933;19,6700;0,3343498060;0,0287;0,0746;0,0814;0,0701;0,0398114797;0,0023888112;0,0027816430;0,0072;0,0052;0,0010047848;-0,0014462842;-0,0245;-0,0258
199305;450,19;12,5067;19,5000;0,3248824215;0,0296;0,0743;0,0821;0,0701;0,0402302501;0,0024636294;0,0013879253;0,0047;0,0020;0,0008173083;-0,0016500074;0,0263;0,0225
